session_id,user_id,entry_page,exit_page,session_duration,device,session_date,traffic_source,category_viewed,is_logged_in,add_to_cart,checkout_start,purchase_completed,linked_order_id,bounce_flag
S00284,U0469,홈,검색,128,mobile,2025-07-14,organic_search,전자기기,N,N,N,N,,N
S00285,U0067,홈,장바구니,225,desktop,2025-07-09,direct,전자기기,Y,Y,Y,N,,N
S00286,U0235,검색,홈,234,mobile,2025-07-27,direct,패션,N,N,N,N,,N
S00287,U0263,검색,검색,175,mobile,2025-07-01,organic_search,전자기기,N,N,N,N,,N
S00288,U0190,카테고리,검색,98,desktop,2025-07-21,crm_push,전자기기,N,N,N,N,,N
S00289,U0243,홈,홈,44,mobile,2025-07-22,referral,식품,Y,N,N,N,,N
S00290,U0337,상품상세,홈,234,mobile,2025-07-03,paid_search,패션,Y,N,N,N,,N
S00291,U0462,상품상세,완료,443,mobile,2025-07-07,paid_search,뷰티,Y,Y,Y,Y,O00069,N
S00292,U0070,검색,장바구니,296,desktop,2025-07-12,direct,식품,Y,Y,N,N,,N
S00293,U0349,홈,결제,264,mobile,2025-07-14,direct,뷰티,Y,Y,Y,N,,N
S00294,U0394,상품상세,검색,275,mobile,2025-07-06,crm_push,홈리빙,N,N,N,N,,N
S00295,U0274,홈,검색,51,mobile,2025-07-23,social,전자기기,Y,N,N,N,,N
S00296,U0155,카테고리,검색,177,mobile,2025-07-04,direct,뷰티,Y,N,N,N,,N
S00297,U0339,홈,검색,10,mobile,2025-07-10,paid_search,전자기기,Y,N,N,N,,Y
S00298,U0409,검색,홈,212,mobile,2025-07-19,paid_search,패션,Y,N,N,N,,N
S00299,U0395,검색,장바구니,104,mobile,2025-07-23,social,뷰티,Y,N,N,N,,N
S00300,U0291,홈,검색,24,mobile,2025-07-20,paid_search,식품,N,N,N,N,,Y
S00301,U0455,상품상세,검색,167,desktop,2025-07-12,social,패션,N,N,N,N,,N
S00302,U0063,홈,장바구니,276,desktop,2025-07-18,social,전자기기,Y,Y,N,N,,N
S00303,U0452,상품상세,홈,282,desktop,2025-07-19,paid_search,뷰티,Y,N,N,N,,N
S00304,U0462,홈,홈,70,mobile,2025-07-13,organic_search,패션,N,N,N,N,,N
S00305,U0052,홈,검색,10,mobile,2025-07-16,organic_search,뷰티,N,N,N,N,,Y
S00306,U0039,홈,검색,19,mobile,2025-07-21,direct,식품,N,N,N,N,,Y
S00307,U0418,검색,홈,122,mobile,2025-07-27,paid_search,전자기기,Y,N,N,N,,N
S00308,U0370,홈,장바구니,150,desktop,2025-07-05,direct,홈리빙,Y,Y,N,N,,N
S00309,U0010,홈,장바구니,29,mobile,2025-07-11,social,전자기기,Y,N,N,N,,Y
S00310,U0117,검색,홈,209,mobile,2025-07-10,direct,패션,Y,N,N,N,,N
S00311,U0442,상품상세,장바구니,241,desktop,2025-07-13,organic_search,전자기기,Y,Y,N,N,,N
S00312,U0215,홈,홈,66,mobile,2025-07-01,direct,패션,Y,N,N,N,,N
S00313,U0268,상품상세,검색,303,tablet,2025-07-08,social,패션,Y,N,N,N,,N
S00314,U0280,상품상세,장바구니,210,desktop,2025-07-22,organic_search,패션,Y,Y,N,N,,N
S00315,U0250,검색,홈,295,desktop,2025-07-10,social,홈리빙,Y,N,N,N,,N
S00316,U0040,상품상세,장바구니,199,mobile,2025-07-11,direct,전자기기,Y,N,N,N,,N
S00317,U0101,상품상세,장바구니,386,mobile,2025-07-18,crm_push,패션,Y,Y,N,N,,N
S00318,U0241,홈,장바구니,179,mobile,2025-07-09,social,패션,Y,Y,N,N,,N
S00319,U0334,검색,검색,193,mobile,2025-07-09,social,뷰티,Y,N,N,N,,N
S00320,U0431,검색,검색,162,tablet,2025-07-31,crm_push,홈리빙,Y,N,N,N,,N
S00321,U0224,홈,검색,119,desktop,2025-07-16,crm_push,전자기기,Y,N,N,N,,N
S00322,U0128,상품상세,홈,171,mobile,2025-07-27,social,뷰티,N,N,N,N,,N
S00323,U0387,홈,검색,10,mobile,2025-07-31,organic_search,뷰티,Y,N,N,N,,Y
S00324,U0364,홈,홈,105,mobile,2025-07-30,social,전자기기,Y,N,N,N,,N
S00325,U0480,상품상세,완료,456,tablet,2025-07-02,crm_push,식품,N,Y,Y,Y,O00290,N
S00326,U0034,홈,홈,132,desktop,2025-07-09,organic_search,전자기기,Y,N,N,N,,N
S00327,U0028,상품상세,장바구니,374,desktop,2025-07-16,paid_search,뷰티,Y,Y,Y,N,,N
S00328,U0147,홈,장바구니,160,tablet,2025-07-05,paid_search,홈리빙,N,Y,N,N,,N
S00329,U0495,홈,홈,51,mobile,2025-07-21,organic_search,전자기기,Y,N,N,N,,N
S00330,U0085,검색,홈,286,tablet,2025-07-02,referral,전자기기,Y,N,N,N,,N
S00331,U0073,상품상세,장바구니,377,mobile,2025-07-14,organic_search,홈리빙,N,Y,Y,N,,N
S00332,U0036,검색,홈,262,mobile,2025-07-16,social,전자기기,Y,N,N,N,,N
S00333,U0159,홈,장바구니,140,tablet,2025-07-04,social,뷰티,Y,Y,N,N,,N
S00334,U0408,상품상세,완료,472,tablet,2025-07-26,social,전자기기,N,Y,Y,Y,O00367,N
S00335,U0150,상품상세,검색,382,desktop,2025-07-09,direct,홈리빙,Y,Y,Y,N,,N
S00336,U0197,홈,홈,66,mobile,2025-07-13,paid_search,홈리빙,Y,N,N,N,,N
S00337,U0163,검색,검색,70,mobile,2025-07-26,direct,전자기기,N,N,N,N,,N
S00338,U0443,홈,홈,212,desktop,2025-07-14,referral,패션,Y,N,N,N,,N
S00339,U0230,홈,검색,104,desktop,2025-07-04,crm_push,전자기기,Y,N,N,N,,N
S00340,U0329,카테고리,검색,327,mobile,2025-07-23,social,홈리빙,Y,Y,Y,N,,N
S00341,U0298,검색,홈,10,mobile,2025-07-30,social,패션,Y,N,N,N,,Y
S00342,U0258,홈,검색,149,desktop,2025-07-19,social,패션,Y,N,N,N,,N
S00343,U0140,검색,검색,158,mobile,2025-07-20,organic_search,패션,N,N,N,N,,N
S00344,U0306,카테고리,검색,153,desktop,2025-07-04,paid_search,패션,Y,N,N,N,,N
S00345,U0486,홈,완료,326,desktop,2025-07-31,organic_search,식품,N,Y,Y,Y,O00413,N
S00346,U0434,홈,결제,153,mobile,2025-07-26,crm_push,식품,Y,Y,Y,N,,N
S00347,U0354,홈,장바구니,90,mobile,2025-07-26,organic_search,전자기기,Y,N,N,N,,N
S00348,U0283,검색,홈,139,mobile,2025-07-27,direct,전자기기,Y,N,N,N,,N
S00349,U0262,상품상세,장바구니,379,desktop,2025-07-28,referral,패션,N,N,N,N,,N
S00350,U0207,홈,홈,14,mobile,2025-07-14,organic_search,뷰티,Y,N,N,N,,Y
S00351,U0048,홈,홈,85,tablet,2025-07-25,organic_search,홈리빙,Y,N,N,N,,N
S00352,U0404,홈,검색,147,mobile,2025-07-09,referral,식품,Y,N,N,N,,N
S00353,U0014,카테고리,홈,158,mobile,2025-07-02,social,패션,Y,N,N,N,,N
S00354,U0128,홈,홈,83,mobile,2025-07-08,organic_search,식품,Y,N,N,N,,N
S00355,U0292,홈,홈,72,tablet,2025-07-08,crm_push,전자기기,N,N,N,N,,N
S00356,U0172,홈,완료,248,mobile,2025-07-20,crm_push,홈리빙,Y,N,Y,Y,O00183,N
S00357,U0385,홈,장바구니,57,mobile,2025-07-22,social,식품,N,N,N,N,,N
S00358,U0192,검색,홈,125,mobile,2025-07-05,organic_search,패션,Y,N,N,N,,N
S00359,U0014,홈,홈,162,desktop,2025-07-09,crm_push,전자기기,N,N,N,N,,N
S00360,U0355,상품상세,장바구니,267,mobile,2025-07-09,social,패션,Y,N,N,N,,N
S00361,U0361,홈,검색,161,mobile,2025-07-11,organic_search,패션,Y,N,N,N,,N
S00362,U0175,카테고리,장바구니,185,desktop,2025-07-03,crm_push,패션,Y,N,N,N,,N
S00363,U0198,카테고리,결제,398,mobile,2025-07-28,direct,식품,Y,Y,Y,N,,N
S00364,U0406,상품상세,장바구니,383,tablet,2025-07-29,crm_push,홈리빙,N,Y,Y,N,,N
S00365,U0428,카테고리,검색,127,desktop,2025-07-02,paid_search,뷰티,Y,N,N,N,,N
S00366,U0470,검색,완료,304,mobile,2025-07-07,crm_push,뷰티,Y,Y,Y,Y,O00187,N
S00367,U0145,상품상세,결제,387,desktop,2025-07-12,paid_search,전자기기,Y,Y,Y,N,,N
S00368,U0123,검색,검색,229,mobile,2025-07-20,direct,식품,Y,N,N,N,,N
S00369,U0097,검색,검색,134,mobile,2025-07-28,social,전자기기,Y,N,N,N,,N
S00370,U0089,검색,완료,274,mobile,2025-07-25,social,전자기기,Y,Y,Y,Y,O00227,N
S00371,U0425,홈,검색,144,tablet,2025-07-04,organic_search,홈리빙,Y,N,N,N,,N
S00372,U0025,카테고리,장바구니,443,mobile,2025-07-17,social,식품,Y,Y,Y,N,,N
S00373,U0497,홈,검색,118,tablet,2025-07-09,direct,전자기기,Y,N,N,N,,N
S00374,U0007,카테고리,검색,154,mobile,2025-07-25,direct,패션,Y,N,N,N,,N
S00375,U0200,상품상세,검색,195,mobile,2025-07-17,paid_search,홈리빙,Y,N,N,N,,N
S00376,U0284,카테고리,홈,122,mobile,2025-07-31,social,뷰티,Y,N,N,N,,N
S00377,U0108,상품상세,검색,233,mobile,2025-07-15,organic_search,홈리빙,Y,N,N,N,,N
S00378,U0028,홈,홈,65,mobile,2025-07-27,social,패션,Y,N,N,N,,N
S00379,U0450,카테고리,완료,430,desktop,2025-07-08,social,뷰티,Y,Y,Y,Y,O00262,N
S00380,U0441,홈,결제,205,mobile,2025-07-26,crm_push,전자기기,Y,N,Y,N,,N
S00381,U0434,홈,검색,105,mobile,2025-07-27,referral,식품,Y,N,N,N,,N
S00382,U0285,상품상세,홈,185,mobile,2025-07-15,paid_search,패션,Y,N,N,N,,N
S00383,U0171,상품상세,검색,233,mobile,2025-07-24,paid_search,홈리빙,Y,N,N,N,,N
S00384,U0197,홈,완료,353,mobile,2025-07-31,organic_search,식품,N,Y,Y,Y,O00293,N
S00385,U0319,홈,검색,56,desktop,2025-07-17,direct,식품,Y,N,N,N,,N
S00386,U0011,홈,결제,368,mobile,2025-07-04,social,식품,Y,Y,Y,N,,N
S00387,U0036,검색,홈,33,mobile,2025-07-28,direct,뷰티,Y,N,N,N,,Y
S00388,U0147,홈,검색,10,mobile,2025-07-05,organic_search,전자기기,Y,N,N,N,,Y
S00389,U0413,검색,검색,182,mobile,2025-07-03,crm_push,패션,N,N,N,N,,N
S00390,U0458,홈,홈,146,desktop,2025-07-13,paid_search,패션,N,N,N,N,,N
S00391,U0314,검색,장바구니,214,desktop,2025-07-25,paid_search,패션,Y,Y,N,N,,N
S00392,U0386,홈,홈,10,mobile,2025-07-13,organic_search,전자기기,N,N,N,N,,Y
S00393,U0376,카테고리,홈,146,mobile,2025-07-06,direct,뷰티,N,N,N,N,,N
S00394,U0141,홈,홈,77,mobile,2025-07-09,direct,식품,N,N,N,N,,N
S00395,U0190,카테고리,홈,169,desktop,2025-07-21,crm_push,전자기기,N,N,N,N,,N
S00396,U0338,카테고리,장바구니,155,mobile,2025-07-16,direct,식품,Y,N,N,N,,N
S00397,U0068,홈,검색,118,mobile,2025-07-30,social,식품,N,N,N,N,,N
S00398,U0498,홈,검색,75,mobile,2025-07-22,organic_search,패션,Y,N,N,N,,N
S00399,U0419,검색,홈,160,mobile,2025-07-21,direct,홈리빙,N,N,N,N,,N
S00400,U0199,검색,검색,117,mobile,2025-07-19,social,뷰티,Y,N,N,N,,N
S00401,U0013,홈,홈,105,mobile,2025-07-31,organic_search,패션,Y,N,N,N,,N
S00402,U0236,홈,검색,80,mobile,2025-07-14,social,패션,Y,N,N,N,,N
S00403,U0389,카테고리,홈,159,mobile,2025-07-14,paid_search,패션,N,N,N,N,,N
S00404,U0005,상품상세,검색,249,desktop,2025-07-01,organic_search,홈리빙,Y,N,N,N,,N
S00405,U0493,상품상세,장바구니,146,mobile,2025-07-25,paid_search,식품,Y,Y,N,N,,N
S00406,U0104,홈,완료,259,mobile,2025-07-19,crm_push,패션,Y,N,Y,Y,O00314,N
S00407,U0092,카테고리,장바구니,221,mobile,2025-07-08,paid_search,패션,N,Y,N,N,,N
S00408,U0004,검색,검색,189,mobile,2025-07-20,direct,식품,N,N,N,N,,N
S00409,U0271,검색,홈,166,desktop,2025-07-19,direct,패션,Y,N,N,N,,N
S00410,U0187,홈,홈,33,mobile,2025-07-13,crm_push,뷰티,Y,N,N,N,,Y
S00411,U0413,홈,검색,11,mobile,2025-07-01,referral,패션,Y,N,N,N,,Y
S00412,U0269,홈,홈,119,mobile,2025-07-01,direct,홈리빙,Y,N,N,N,,N
S00413,U0465,상품상세,장바구니,325,mobile,2025-07-20,organic_search,전자기기,Y,Y,Y,N,,N
S00414,U0124,홈,홈,187,mobile,2025-07-06,paid_search,홈리빙,Y,N,N,N,,N
S00415,U0033,검색,검색,172,mobile,2025-07-26,referral,패션,Y,N,N,N,,N
S00416,U0452,검색,홈,111,mobile,2025-07-25,social,뷰티,Y,N,N,N,,N
S00417,U0439,홈,장바구니,74,desktop,2025-07-21,crm_push,뷰티,Y,Y,N,N,,N
S00418,U0063,홈,홈,19,mobile,2025-07-28,organic_search,뷰티,Y,N,N,N,,Y
S00419,U0303,홈,홈,122,mobile,2025-07-20,social,전자기기,N,N,N,N,,N
S00420,U0129,홈,홈,51,desktop,2025-07-23,social,뷰티,Y,N,N,N,,N
S00421,U0236,검색,검색,161,mobile,2025-07-04,crm_push,홈리빙,N,N,N,N,,N
S00422,U0070,상품상세,완료,433,desktop,2025-07-22,organic_search,뷰티,N,Y,Y,Y,O00336,N
S00423,U0262,카테고리,검색,107,mobile,2025-07-09,paid_search,전자기기,Y,N,N,N,,N
S00424,U0385,상품상세,장바구니,358,tablet,2025-07-19,paid_search,식품,Y,Y,N,N,,N
S00425,U0069,카테고리,검색,131,mobile,2025-07-26,paid_search,식품,Y,N,N,N,,N
S00426,U0348,홈,장바구니,103,mobile,2025-07-02,organic_search,홈리빙,Y,Y,N,N,,N
S00427,U0311,홈,홈,47,mobile,2025-07-11,paid_search,전자기기,Y,N,N,N,,N
S00428,U0267,검색,검색,98,mobile,2025-07-07,organic_search,뷰티,N,N,N,N,,N
S00429,U0266,검색,결제,260,mobile,2025-07-06,direct,전자기기,Y,N,Y,N,,N
S00430,U0466,홈,검색,130,mobile,2025-07-01,paid_search,식품,N,N,N,N,,N
S00431,U0262,상품상세,검색,239,mobile,2025-07-29,crm_push,패션,Y,N,N,N,,N
S00432,U0007,홈,홈,174,mobile,2025-07-23,crm_push,전자기기,Y,N,N,N,,N
S00433,U0190,홈,장바구니,35,mobile,2025-07-03,paid_search,패션,Y,N,N,N,,N
S00434,U0138,상품상세,검색,230,mobile,2025-07-18,referral,전자기기,Y,N,N,N,,N
S00435,U0066,검색,완료,423,mobile,2025-07-05,organic_search,패션,Y,N,Y,Y,O00357,N
S00436,U0324,홈,홈,29,mobile,2025-07-05,organic_search,식품,Y,N,N,N,,Y
S00437,U0106,카테고리,완료,495,mobile,2025-07-22,organic_search,식품,Y,Y,Y,Y,O00399,N
S00438,U0108,카테고리,장바구니,305,mobile,2025-07-09,crm_push,식품,Y,Y,N,N,,N
S00439,U0046,홈,검색,79,mobile,2025-07-16,organic_search,전자기기,Y,N,N,N,,N
S00440,U0187,카테고리,검색,186,mobile,2025-07-06,crm_push,식품,Y,N,N,N,,N
S00441,U0021,검색,장바구니,157,mobile,2025-07-20,organic_search,패션,Y,N,N,N,,N
S00442,U0085,홈,홈,10,mobile,2025-07-09,social,패션,Y,N,N,N,,Y
S00443,U0390,검색,검색,80,mobile,2025-07-27,paid_search,뷰티,N,N,N,N,,N
S00444,U0202,홈,홈,101,mobile,2025-07-31,social,전자기기,Y,N,N,N,,N
S00445,U0162,홈,홈,24,mobile,2025-07-01,crm_push,뷰티,N,N,N,N,,Y
S00446,U0015,홈,홈,149,mobile,2025-07-08,referral,전자기기,Y,N,N,N,,N
S00447,U0482,홈,검색,153,mobile,2025-07-09,social,패션,N,N,N,N,,N
S00448,U0426,카테고리,홈,32,mobile,2025-07-10,direct,패션,N,N,N,N,,Y
S00449,U0043,검색,장바구니,272,mobile,2025-07-01,social,전자기기,N,Y,N,N,,N
S00450,U0146,검색,장바구니,321,mobile,2025-07-25,direct,뷰티,N,Y,N,N,,N
S00451,U0015,홈,검색,57,mobile,2025-07-13,paid_search,패션,Y,N,N,N,,N
S00452,U0396,홈,홈,52,mobile,2025-07-03,direct,패션,Y,N,N,N,,N
S00453,U0384,상품상세,홈,148,mobile,2025-07-14,social,패션,Y,N,N,N,,N
S00454,U0335,검색,검색,123,mobile,2025-07-26,referral,홈리빙,N,N,N,N,,N
S00455,U0153,상품상세,검색,109,tablet,2025-07-25,paid_search,전자기기,Y,N,N,N,,N
S00456,U0433,검색,장바구니,70,mobile,2025-07-22,organic_search,식품,N,N,N,N,,N
S00457,U0008,상품상세,검색,154,mobile,2025-07-04,social,식품,Y,N,N,N,,N
S00458,U0203,카테고리,홈,160,desktop,2025-07-14,organic_search,식품,N,N,N,N,,N
S00459,U0146,검색,검색,144,mobile,2025-07-25,paid_search,전자기기,Y,N,N,N,,N
S00460,U0155,상품상세,장바구니,189,mobile,2025-07-20,organic_search,패션,Y,N,N,N,,N
S00461,U0304,홈,검색,62,mobile,2025-07-26,paid_search,뷰티,Y,N,N,N,,N
S00462,U0027,카테고리,검색,88,mobile,2025-07-30,referral,식품,Y,N,N,N,,N
S00463,U0311,홈,장바구니,145,mobile,2025-07-09,organic_search,홈리빙,N,N,N,N,,N
S00464,U0284,상품상세,완료,496,mobile,2025-07-16,social,패션,Y,Y,Y,Y,O00402,N
S00465,U0293,상품상세,완료,311,tablet,2025-07-31,organic_search,홈리빙,N,Y,Y,Y,O00057,N
S00466,U0224,검색,장바구니,213,desktop,2025-07-10,social,패션,N,Y,N,N,,N
S00467,U0155,홈,검색,34,desktop,2025-07-03,organic_search,뷰티,Y,N,N,N,,Y
S00468,U0002,상품상세,장바구니,321,desktop,2025-07-05,crm_push,패션,Y,Y,N,N,,N
S00469,U0015,홈,홈,22,desktop,2025-07-09,referral,패션,Y,N,N,N,,Y
S00470,U0155,상품상세,검색,67,mobile,2025-07-03,organic_search,패션,Y,N,N,N,,N
S00471,U0366,상품상세,홈,354,desktop,2025-07-31,referral,패션,Y,N,N,N,,N
S00472,U0174,검색,검색,200,mobile,2025-07-21,paid_search,패션,N,N,N,N,,N
S00473,U0001,검색,검색,41,mobile,2025-07-03,organic_search,식품,Y,N,N,N,,N
S00474,U0410,홈,검색,127,desktop,2025-07-18,organic_search,패션,Y,N,N,N,,N
S00475,U0168,검색,장바구니,117,mobile,2025-07-13,social,패션,N,N,N,N,,N
S00476,U0296,검색,장바구니,159,desktop,2025-07-28,paid_search,전자기기,N,N,N,N,,N
S00477,U0457,홈,검색,137,mobile,2025-07-03,paid_search,뷰티,N,N,N,N,,N
S00478,U0479,검색,검색,120,mobile,2025-07-27,organic_search,패션,Y,N,N,N,,N
S00479,U0461,카테고리,홈,35,mobile,2025-07-15,social,패션,Y,N,N,N,,N
S00480,U0178,홈,검색,54,mobile,2025-07-08,paid_search,전자기기,Y,N,N,N,,N
S00481,U0099,홈,검색,59,mobile,2025-07-22,direct,전자기기,Y,N,N,N,,N
S00482,U0469,상품상세,검색,241,desktop,2025-07-28,direct,전자기기,Y,N,N,N,,N
S00483,U0471,홈,검색,47,mobile,2025-07-20,organic_search,뷰티,Y,N,N,N,,N
S00484,U0317,홈,장바구니,158,mobile,2025-07-23,direct,홈리빙,Y,Y,N,N,,N
S00485,U0028,홈,검색,25,mobile,2025-07-29,paid_search,뷰티,Y,N,N,N,,Y
S00486,U0063,상품상세,홈,182,tablet,2025-07-05,social,홈리빙,N,N,N,N,,N
S00487,U0042,홈,검색,129,desktop,2025-07-25,crm_push,패션,Y,N,N,N,,N
S00488,U0365,상품상세,결제,359,mobile,2025-07-31,paid_search,식품,Y,Y,Y,N,,N
S00489,U0097,홈,홈,129,mobile,2025-07-08,paid_search,전자기기,Y,N,N,N,,N
S00490,U0377,홈,검색,61,mobile,2025-07-17,direct,식품,Y,N,N,N,,N
S00491,U0102,홈,검색,120,mobile,2025-07-14,organic_search,패션,Y,N,N,N,,N
S00492,U0373,카테고리,완료,330,desktop,2025-07-27,direct,뷰티,Y,Y,N,Y,O00062,N
S00493,U0152,상품상세,홈,134,mobile,2025-07-06,referral,홈리빙,N,N,N,N,,N
S00494,U0290,검색,검색,10,mobile,2025-07-12,organic_search,패션,Y,N,N,N,,Y
S00495,U0368,홈,홈,10,desktop,2025-07-02,direct,패션,Y,N,N,N,,Y
S00496,U0413,홈,홈,10,mobile,2025-07-18,social,홈리빙,Y,N,N,N,,Y
S00497,U0009,상품상세,홈,209,mobile,2025-07-24,social,전자기기,N,N,N,N,,N
S00498,U0115,상품상세,장바구니,166,mobile,2025-07-22,social,식품,Y,Y,N,N,,N
S00499,U0265,홈,검색,77,mobile,2025-07-08,social,패션,Y,N,N,N,,N
S00500,U0202,카테고리,검색,190,mobile,2025-07-25,social,뷰티,N,N,N,N,,N
S00501,U0211,상품상세,완료,274,tablet,2025-07-23,social,패션,Y,N,N,Y,O00376,N
S00502,U0266,카테고리,장바구니,228,desktop,2025-07-26,paid_search,패션,Y,Y,N,N,,N
S00503,U0050,홈,홈,10,mobile,2025-07-10,paid_search,전자기기,N,N,N,N,,Y
S00504,U0400,홈,장바구니,25,mobile,2025-07-12,organic_search,패션,Y,N,N,N,,Y
S00505,U0140,홈,홈,90,tablet,2025-07-24,social,홈리빙,Y,N,N,N,,N
S00506,U0304,홈,검색,10,mobile,2025-07-06,paid_search,홈리빙,Y,N,N,N,,Y
S00507,U0349,카테고리,결제,370,mobile,2025-07-18,paid_search,홈리빙,N,Y,Y,N,,N
S00508,U0004,홈,검색,123,mobile,2025-07-12,crm_push,전자기기,Y,N,N,N,,N
S00509,U0364,상품상세,검색,20,mobile,2025-07-02,paid_search,전자기기,N,N,N,N,,Y
S00510,U0114,검색,장바구니,170,mobile,2025-07-19,organic_search,패션,Y,Y,Y,N,,N
S00511,U0293,홈,홈,212,tablet,2025-07-12,referral,전자기기,N,N,N,N,,N
S00512,U0478,홈,완료,375,desktop,2025-07-18,paid_search,뷰티,N,N,Y,Y,O00380,N
S00513,U0136,홈,장바구니,101,mobile,2025-07-12,social,전자기기,Y,Y,N,N,,N
S00514,U0137,홈,홈,28,mobile,2025-07-20,crm_push,전자기기,Y,N,N,N,,Y
S00515,U0149,홈,홈,10,mobile,2025-07-28,crm_push,패션,Y,N,N,N,,Y
S00516,U0377,홈,장바구니,83,mobile,2025-07-22,paid_search,홈리빙,Y,N,N,N,,N
S00517,U0216,상품상세,완료,436,tablet,2025-07-05,organic_search,식품,Y,Y,Y,Y,O00401,N
S00518,U0143,검색,완료,389,desktop,2025-07-24,paid_search,전자기기,Y,Y,Y,Y,O00157,N
S00519,U0048,카테고리,홈,116,desktop,2025-07-19,social,전자기기,Y,N,N,N,,N
S00520,U0212,상품상세,완료,368,mobile,2025-07-29,social,전자기기,Y,Y,Y,Y,O00182,N
S00521,U0299,상품상세,완료,400,desktop,2025-07-24,social,뷰티,Y,Y,N,Y,O00217,N
S00522,U0425,홈,완료,353,mobile,2025-07-12,direct,홈리빙,Y,Y,Y,Y,O00222,N
S00523,U0116,상품상세,검색,232,mobile,2025-07-02,direct,뷰티,Y,N,N,N,,N
S00524,U0276,홈,검색,20,mobile,2025-07-21,organic_search,패션,Y,N,N,N,,Y
S00525,U0081,홈,홈,93,desktop,2025-07-19,crm_push,전자기기,Y,N,N,N,,N
S00526,U0342,검색,완료,424,desktop,2025-07-31,organic_search,식품,Y,Y,Y,Y,O00251,N
S00527,U0324,검색,홈,173,mobile,2025-07-05,crm_push,전자기기,N,N,N,N,,N
S00528,U0029,검색,검색,25,mobile,2025-07-13,social,전자기기,N,N,N,N,,Y
S00529,U0496,홈,검색,16,mobile,2025-07-31,direct,패션,Y,N,N,N,,Y
S00530,U0445,카테고리,홈,179,desktop,2025-07-07,crm_push,패션,Y,N,N,N,,N
S00531,U0026,홈,홈,134,desktop,2025-07-26,referral,전자기기,Y,N,N,N,,N
S00532,U0362,검색,홈,25,mobile,2025-07-15,organic_search,뷰티,Y,N,N,N,,Y
S00533,U0178,검색,검색,55,desktop,2025-07-26,organic_search,홈리빙,N,N,N,N,,N
S00534,U0443,상품상세,완료,566,tablet,2025-07-04,paid_search,패션,Y,Y,Y,Y,O00300,N
S00535,U0105,상품상세,검색,278,mobile,2025-07-23,referral,식품,Y,N,N,N,,N
S00536,U0016,상품상세,홈,264,desktop,2025-07-28,organic_search,패션,Y,N,N,N,,N
S00537,U0105,홈,장바구니,314,mobile,2025-07-21,social,홈리빙,Y,Y,Y,N,,N
S00538,U0434,상품상세,완료,400,mobile,2025-07-22,social,전자기기,Y,Y,Y,Y,O00345,N
S00539,U0368,홈,홈,164,desktop,2025-07-06,organic_search,뷰티,Y,N,N,N,,N
S00540,U0354,홈,장바구니,37,desktop,2025-07-17,social,뷰티,Y,Y,N,N,,N
S00541,U0319,상품상세,검색,424,tablet,2025-07-19,crm_push,패션,Y,Y,Y,N,,N
S00542,U0194,카테고리,홈,251,mobile,2025-07-14,social,홈리빙,Y,N,N,N,,N
S00543,U0306,상품상세,검색,404,mobile,2025-07-04,organic_search,식품,Y,Y,Y,N,,N
S00544,U0267,홈,완료,362,mobile,2025-07-11,organic_search,홈리빙,N,Y,Y,Y,O00354,N
S00545,U0338,홈,홈,32,mobile,2025-07-31,social,홈리빙,Y,N,N,N,,Y
S00546,U0231,홈,검색,91,desktop,2025-07-10,paid_search,패션,Y,N,N,N,,N
S00547,U0171,검색,검색,47,mobile,2025-07-10,paid_search,전자기기,Y,N,N,N,,N
S00548,U0402,검색,홈,73,mobile,2025-07-02,social,패션,N,N,N,N,,N
S00549,U0223,홈,홈,122,mobile,2025-07-11,referral,식품,N,N,N,N,,N
S00550,U0265,카테고리,장바구니,425,mobile,2025-07-14,direct,패션,Y,Y,Y,N,,N
S00551,U0413,검색,홈,146,mobile,2025-07-07,direct,식품,Y,N,N,N,,N
S00552,U0300,홈,검색,135,desktop,2025-07-17,crm_push,뷰티,N,N,N,N,,N
S00553,U0008,상품상세,검색,158,mobile,2025-07-14,crm_push,뷰티,Y,N,N,N,,N
S00554,U0356,홈,검색,53,mobile,2025-07-25,crm_push,홈리빙,Y,N,N,N,,N
S00555,U0256,카테고리,결제,284,tablet,2025-07-14,social,홈리빙,Y,Y,Y,N,,N
S00556,U0300,홈,홈,79,mobile,2025-07-01,social,패션,Y,N,N,N,,N
S00557,U0376,검색,홈,68,mobile,2025-07-25,direct,뷰티,Y,N,N,N,,N
S00558,U0488,상품상세,홈,220,mobile,2025-07-16,paid_search,뷰티,Y,N,N,N,,N
S00559,U0254,카테고리,장바구니,195,desktop,2025-07-03,organic_search,전자기기,N,N,N,N,,N
S00560,U0261,검색,완료,364,desktop,2025-07-11,social,전자기기,Y,Y,Y,Y,O00025,N
S00561,U0200,상품상세,완료,439,desktop,2025-07-20,crm_push,뷰티,Y,Y,Y,Y,O00035,N
S00562,U0283,홈,장바구니,151,desktop,2025-07-14,referral,뷰티,Y,Y,N,N,,N
S00563,U0132,상품상세,완료,410,mobile,2025-07-21,organic_search,패션,N,Y,Y,Y,O00097,N
S00564,U0204,홈,홈,138,desktop,2025-07-15,social,홈리빙,N,N,N,N,,N
S00565,U0229,검색,검색,98,mobile,2025-07-13,paid_search,뷰티,N,N,N,N,,N
S00566,U0102,검색,홈,47,mobile,2025-07-05,social,뷰티,Y,N,N,N,,N
S00567,U0193,홈,장바구니,58,desktop,2025-07-04,referral,식품,Y,Y,N,N,,N
